,Location,Truck,Start_Time,End_Time,Date
12517,University of Chicago,Beaver's Donuts,02:03 PM,04:03 PM,2014-05-23
12518,University of Chicago,Taquero Fusion,11:08 AM,01:08 PM,2014-05-23
12519,University of Chicago,The Salsa Truck,12:11 PM,02:11 PM,2014-05-23
12520,University of Chicago,Haute Sausage,11:21 AM,01:30 PM,2014-05-23
12521,University of Chicago,Haute and Ready,10:52 AM,01:00 PM,2014-05-23
12522,University of Chicago,Chicago Lunch Box,11:22 AM,01:30 PM,2014-05-23
12523,University of Chicago,The Big Shish,11:27 AM,01:30 PM,2014-05-23
12524,University of Chicago,The Slide Ride,10:32 AM,01:30 PM,2014-05-23
12525,University of Chicago,Harold's Chicken Shack,11:00 AM,01:00 PM,2014-05-23
12526,University of Chicago,Pierogi Street,11:30 AM,02:00 PM,2014-05-23
12527,University of Chicago,Bridgeport Pasty,11:30 AM,01:30 PM,2014-05-23
12528,University of Chicago,Giordano's,11:40 AM,01:40 PM,2014-05-23
12529,Schaumburg Area,Chicago Pizza Boss,10:00 AM,05:00 PM,2014-05-18
12530,Schaumburg Area,Gia Via Sweets,10:00 AM,05:00 PM,2014-05-18
12531,Schaumburg Area,Windy City Patty Wagon,10:00 AM,05:00 PM,2014-05-18
12532,Schaumburg Area,The Pizza Via,10:00 AM,05:00 PM,2014-05-18
12533,Schaumburg Area,Toasty Cheese,10:00 AM,05:00 PM,2014-05-18
12534,Schaumburg Area,Soups in the Loop,11:00 AM,01:00 PM,2014-05-20
12535,Schaumburg Area,Best Truckin' BBQ,11:30 AM,01:30 PM,2014-05-21
12536,Schaumburg Area,Grill Chasers,11:00 AM,01:30 PM,2014-05-21
12537,Schaumburg Area,Toasty Cheese,06:00 PM,08:00 PM,2014-05-22
12538,Schaumburg Area,Toasty Cheese,11:00 AM,02:00 PM,2014-05-22
12539,Schaumburg Area,Gino's Steak Truck,04:00 PM,10:00 PM,2014-05-23
12540,Schaumburg Area,Chicago Pizza Boss,04:00 PM,10:00 PM,2014-05-23
12541,Schaumburg Area,Chicago Cupcake,04:00 PM,10:00 PM,2014-05-23
12542,Schaumburg Area,Grill Chasers,04:00 PM,10:00 PM,2014-05-23
12543,Schaumburg Area,Best Truckin' BBQ,04:00 PM,10:00 PM,2014-05-23
12544,Schaumburg Area,Bridgeport Pasty,04:00 PM,10:00 PM,2014-05-23
12545,Schaumburg Area,Gia Via Sweets,04:00 PM,10:00 PM,2014-05-23
12546,Schaumburg Area,Flirty Cupcakes,06:19 PM,08:19 PM,2014-05-23
12547,Schaumburg Area,Toasty Cheese,04:00 PM,10:00 PM,2014-05-23
12548,Schaumburg Area,The Pizza Via,04:00 PM,10:00 PM,2014-05-23
12549,Schaumburg Area,Gia Via Sweets,11:00 AM,02:00 PM,2014-05-24
12550,Clark and Monroe,Jack's Fork in the Road,11:30 AM,01:30 PM,2014-05-16
12551,Clark and Monroe,Jack's Fork in the Road,11:00 AM,01:00 PM,2014-05-12
12552,Clark and Monroe,The Big Shish,11:30 AM,01:30 PM,2014-05-12
12553,Clark and Monroe,Husky Hog BBQ,10:33 AM,01:00 PM,2014-05-12
12554,Clark and Monroe,Cupcake Gangsters,12:00 PM,01:05 PM,2014-05-13
12555,Clark and Monroe,La Boulangerie,10:18 AM,01:00 PM,2014-05-13
12556,Clark and Monroe,Cupcakes for Courage,11:34 AM,01:34 PM,2014-05-13
12557,Clark and Monroe,Bridgeport Pasty,10:57 AM,01:30 PM,2014-05-13
12558,Clark and Monroe,Cupcakes for Courage,07:34 AM,09:34 AM,2014-05-13
12559,Clark and Monroe,The Jibarito Stop,11:00 AM,01:00 PM,2014-05-13
12560,Clark and Monroe,Jack's Fork in the Road,11:00 AM,01:00 PM,2014-05-14
12561,Clark and Monroe,Cupcake Gangsters,12:00 PM,01:30 PM,2014-05-14
12562,Clark and Monroe,The Salsa Truck,10:44 AM,01:30 PM,2014-05-14
12563,Clark and Monroe,The Fat Shallot,11:30 AM,01:30 PM,2014-05-14
12564,Clark and Monroe,5411 Empanadas,11:08 AM,01:30 PM,2014-05-14
12565,Clark and Monroe,The More Mobile,03:53 PM,05:53 PM,2014-05-14
12566,Clark and Monroe,Chicago Cupcake,11:00 AM,01:30 PM,2014-05-14
12567,Clark and Monroe,Royal Bakes,01:49 PM,03:00 PM,2014-05-15
12568,Clark and Monroe,Baby Cakes,05:53 AM,09:00 AM,2014-05-15
12569,Clark and Monroe,Bridgeport Pasty,11:08 AM,01:08 PM,2014-05-15
12570,Clark and Monroe,Cupcake Gangsters,12:00 PM,01:30 PM,2014-05-15
12571,Clark and Monroe,Taquero Fusion,11:30 AM,01:30 PM,2014-05-15
12572,Clark and Monroe,Pierogi Street,10:58 AM,02:00 PM,2014-05-15
12573,Clark and Monroe,Soups in the Loop,11:30 AM,01:30 PM,2014-05-15
12574,Clark and Monroe,Husky Hog BBQ,10:49 AM,01:00 PM,2014-05-15
12575,Clark and Monroe,Cupcake Gangsters,02:00 PM,02:53 PM,2014-05-16
12576,Clark and Monroe,Flirty Cupcakes,01:30 PM,02:30 PM,2014-05-16
12577,Clark and Monroe,Chicago Cupcake,11:00 AM,12:46 PM,2014-05-16
12578,Clark and Monroe,The Roost Truck,11:00 AM,01:00 PM,2014-05-16
12579,Clark and Monroe,Tamale Spaceship,11:30 AM,01:30 PM,2014-05-16
12580,Clark and Washington,Flirty Cupcakes,03:26 PM,04:15 PM,2014-05-13
12581,Clark and Washington,Chicago Cupcake,01:45 PM,03:20 PM,2014-05-16
12582,Willis Tower,The More Mobile,10:59 AM,12:59 PM,2014-05-12
12583,Willis Tower,Cupcakes for Courage,04:31 PM,06:31 PM,2014-05-13
12584,Willis Tower,Flirty Cupcakes,11:30 AM,01:30 PM,2014-05-13
12585,Willis Tower,Chicago Cupcake,02:30 PM,03:30 PM,2014-05-13
12586,Willis Tower,Royal Bakes,01:26 PM,04:00 PM,2014-05-14
12587,Willis Tower,The More Mobile,11:30 AM,02:30 PM,2014-05-14
12588,Willis Tower,Eastman Egg,07:27 AM,10:00 AM,2014-05-15
12589,Willis Tower,Royal Bakes,11:34 AM,01:34 PM,2014-05-15
12590,Willis Tower,Eastman Egg,07:00 AM,07:23 AM,2014-05-15
12591,Willis Tower,Royal Bakes,11:51 AM,01:00 PM,2014-05-16
12592,Madison and Wacker,The Roost Truck,06:46 AM,08:46 AM,2014-05-12
12593,Madison and Wacker,La Boulangerie,07:38 AM,09:38 AM,2014-05-12
12594,Madison and Wacker,The Jibarito Stop,11:30 AM,01:30 PM,2014-05-12
12595,Madison and Wacker,Beaver's Donuts,07:15 AM,09:15 AM,2014-05-12
12596,Madison and Wacker,La Boulangerie,07:16 AM,09:16 AM,2014-05-13
12597,Madison and Wacker,Eastman Egg,07:00 AM,10:00 AM,2014-05-13
12598,Madison and Wacker,Tamale Spaceship,11:00 AM,01:30 PM,2014-05-13
12599,Madison and Wacker,Chicago Cupcake,11:00 AM,01:25 PM,2014-05-13
12600,Madison and Wacker,The Roost Truck,11:00 AM,01:00 PM,2014-05-14
12601,Madison and Wacker,Tamale Spaceship,11:31 AM,01:30 PM,2014-05-15
12602,Madison and Wacker,5411 Empanadas,10:40 AM,12:46 PM,2014-05-15
12603,Madison and Wacker,Cupcakes for Courage,03:30 PM,04:30 PM,2014-05-15
12604,Madison and Wacker,Eastman Egg,07:23 AM,07:27 AM,2014-05-15
12605,Madison and Wacker,Beaver's Donuts,07:00 AM,10:00 AM,2014-05-16
12606,Madison and Wacker,Flirty Cupcakes,03:00 PM,04:00 PM,2014-05-16
12607,Madison and Wacker,La Boulangerie,07:32 AM,09:32 AM,2014-05-16
12608,Wacker and Adams,The Salsa Truck,10:53 AM,01:00 PM,2014-05-15
12609,Wacker and Adams,Tamale Spaceship,11:00 AM,11:31 AM,2014-05-15
12610,Wacker and Adams,Chicago Cupcake,11:30 AM,01:30 PM,2014-05-15
12611,Wacker and Adams,The Jibarito Stop,11:11 AM,01:11 PM,2014-05-16
12612,Wabash and Van Buren,Cupcakes for Courage,02:43 PM,03:14 PM,2014-05-13
12613,Wabash and Van Buren,Flirty Cupcakes,04:30 PM,04:43 PM,2014-05-13
12614,Wabash and Van Buren,Cupcakes for Courage,03:14 PM,04:31 PM,2014-05-13
12615,Wabash and Van Buren,Cupcake Gangsters,02:00 PM,02:39 PM,2014-05-13
12616,Wabash and Van Buren,Beaver's Donuts,07:35 AM,10:00 AM,2014-05-14
12617,Wabash and Van Buren,Chicago Cupcake,04:05 PM,05:15 PM,2014-05-14
12618,Wabash and Van Buren,Royal Bakes,03:36 PM,04:00 PM,2014-05-15
12619,Wabash and Van Buren,Cupcake Gangsters,02:00 PM,02:45 PM,2014-05-15
12620,Wabash and Van Buren,The Jibarito Stop,10:41 AM,01:00 PM,2014-05-15
12621,Wabash and Van Buren,Chicago Cupcake,04:45 PM,06:00 PM,2014-05-16
12622,Wabash and Van Buren,Chicago Cupcake,03:15 PM,05:15 PM,2014-05-16
12623,Michigan and Monroe,Wow Bao,11:10 AM,11:45 AM,2014-05-12
12624,Franklin and Randolph,Chicago Cupcake,01:30 PM,02:23 PM,2014-05-13
12625,Franklin and Randolph,Cupcakes for Courage,02:30 PM,03:21 PM,2014-05-15
12626,Adams and Clinton,Flirty Cupcakes,11:30 AM,01:15 PM,2014-05-15
12627,Adams and Clinton,Sugar Pie Cafe,02:33 PM,03:04 PM,2014-05-16
12628,Clinton and Madison,Meatloaf-a-go-go,04:51 PM,06:51 PM,2014-05-13
12629,Clinton and Madison,The More Mobile,11:00 AM,01:00 PM,2014-05-13
12630,Clinton and Madison,Chicago Cupcake,05:00 PM,05:56 PM,2014-05-13
12631,Clinton and Madison,Flirty Cupcakes,04:30 PM,05:30 PM,2014-05-15
12632,Randolph and Columbus,5411 Empanadas,11:05 AM,12:24 PM,2014-05-13
12633,Randolph and Columbus,Bombay Wraps,12:00 PM,01:00 PM,2014-05-14
12634,Randolph and Columbus,Cupcakes for Courage,04:44 PM,06:44 PM,2014-05-15
12635,Clinton and Lake,Royal Bakes,04:50 PM,06:00 PM,2014-05-14
12636,Hubbard and Wells,Kefir Truck,03:02 PM,04:42 PM,2014-05-13
12637,450 N. Cityfront Plaza,The More Mobile,01:54 PM,03:54 PM,2014-05-12
12638,450 N. Cityfront Plaza,Bombay Wraps,11:53 AM,01:53 PM,2014-05-12
12639,450 N. Cityfront Plaza,The Salsa Truck,10:33 AM,01:00 PM,2014-05-12
12640,450 N. Cityfront Plaza,The More Mobile,02:14 PM,03:00 PM,2014-05-13
12641,450 N. Cityfront Plaza,The More Mobile,06:22 PM,08:22 PM,2014-05-13
12642,450 N. Cityfront Plaza,Eastman Egg,11:02 AM,12:45 PM,2014-05-14
12643,450 N. Cityfront Plaza,Giordano's,11:00 AM,01:00 PM,2014-05-14
12644,450 N. Cityfront Plaza,The More Mobile,03:08 PM,04:00 PM,2014-05-15
12645,450 N. Cityfront Plaza,Windy City Patty Wagon,10:32 AM,01:30 PM,2014-05-16
12646,Sangamon and Monroe,The Fat Shallot,04:49 PM,06:27 PM,2014-05-13
12647,Sangamon and Monroe,Kefir Truck,04:42 PM,06:42 PM,2014-05-13
12648,Sangamon and Monroe,Kefir Truck,04:42 PM,05:47 PM,2014-05-16
12649,Sangamon and Monroe,Chicago Cupcake,05:30 PM,06:46 PM,2014-05-16
12650,Sangamon and Monroe,Eastman Egg,11:23 AM,01:23 PM,2014-05-17
12651,UIC,Cupcakes for Courage,02:14 PM,03:30 PM,2014-05-14
12652,600 West Chicago Avenue,Giordano's,11:00 AM,01:00 PM,2014-05-12
12653,600 West Chicago Avenue,Caponies Express,11:30 AM,01:30 PM,2014-05-12
12654,600 West Chicago Avenue,Kefir Truck,02:12 PM,04:12 PM,2014-05-12
12655,600 West Chicago Avenue,The More Mobile,04:10 PM,06:15 PM,2014-05-12
12656,600 West Chicago Avenue,5411 Empanadas,10:57 AM,01:30 PM,2014-05-12
12657,600 West Chicago Avenue,La Boulangerie,11:06 AM,01:06 PM,2014-05-12
12658,600 West Chicago Avenue,The Roost Truck,11:00 AM,01:00 PM,2014-05-13
12659,600 West Chicago Avenue,Soups in the Loop,10:59 AM,01:00 PM,2014-05-13
12660,600 West Chicago Avenue,The Fat Shallot,10:58 AM,01:30 PM,2014-05-13
12661,600 West Chicago Avenue,Haute and Ready,11:21 AM,01:30 PM,2014-05-13
12662,600 West Chicago Avenue,The Roost Truck,07:00 AM,09:00 AM,2014-05-13
12663,600 West Chicago Avenue,Gelato Truck,03:33 PM,05:33 PM,2014-05-13
12664,600 West Chicago Avenue,Pierogi Street,11:00 AM,01:00 PM,2014-05-14
12665,600 West Chicago Avenue,The Roost Truck,07:00 AM,09:00 AM,2014-05-14
12666,600 West Chicago Avenue,Taquero Fusion,11:00 AM,01:30 PM,2014-05-14
12667,600 West Chicago Avenue,Eastman Egg,07:00 AM,10:30 AM,2014-05-14
12668,600 West Chicago Avenue,Windy City Patty Wagon,11:03 AM,01:30 PM,2014-05-14
12669,600 West Chicago Avenue,Kefir Truck,01:57 PM,03:57 PM,2014-05-14
12670,600 West Chicago Avenue,Kefir Truck,05:46 PM,06:15 PM,2014-05-15
12671,600 West Chicago Avenue,The Roost Truck,06:40 AM,09:00 AM,2014-05-15
12672,600 West Chicago Avenue,Beaver's Donuts,07:00 AM,10:00 AM,2014-05-15
12673,600 West Chicago Avenue,Gelato Truck,02:27 PM,04:27 PM,2014-05-15
12674,600 West Chicago Avenue,Wow Bao,10:58 AM,01:00 PM,2014-05-15
12675,600 West Chicago Avenue,Kefir Truck,02:12 PM,04:12 PM,2014-05-16
12676,600 West Chicago Avenue,The Roost Truck,07:00 AM,09:00 AM,2014-05-16
12677,600 West Chicago Avenue,Caponies Express,11:30 AM,01:30 PM,2014-05-16
12678,600 West Chicago Avenue,Eastman Egg,07:00 AM,10:30 AM,2014-05-16
12679,600 West Chicago Avenue,Soups in the Loop,10:42 AM,01:30 PM,2014-05-16
12680,600 West Chicago Avenue,Taquero Fusion,11:30 AM,11:56 AM,2014-05-16
12681,Rush Hospital,Cupcakes for Courage,11:30 AM,01:15 PM,2014-05-14
12682,DePaul,Cupcake Gangsters,11:30 AM,12:30 PM,2014-05-16
12683,Southport and Addison,Kefir Truck,02:01 PM,03:18 PM,2014-05-11
12684,Southport and Addison,Eastman Egg,08:30 AM,11:30 AM,2014-05-11
12685,University of Chicago,The Roost Truck,11:14 AM,01:14 PM,2014-05-12
12686,University of Chicago,Beaver's Donuts,12:36 PM,03:00 PM,2014-05-12
12687,University of Chicago,Soups in the Loop,01:25 PM,01:45 PM,2014-05-12
12688,University of Chicago,Three Js,11:35 AM,01:35 PM,2014-05-12
12689,University of Chicago,Model Chef,10:53 AM,01:00 PM,2014-05-12
12690,University of Chicago,Soups in the Loop,11:00 AM,01:00 PM,2014-05-12
12691,University of Chicago,Chicago Lunch Box,10:41 AM,01:30 PM,2014-05-12
12692,University of Chicago,Pierogi Street,11:00 AM,01:30 PM,2014-05-12
12693,University of Chicago,Eastman Egg,08:00 AM,12:07 PM,2014-05-12
12694,University of Chicago,Tamale Spaceship,11:35 AM,01:35 PM,2014-05-12
12695,University of Chicago,Bridgeport Pasty,10:36 AM,01:00 PM,2014-05-12
12696,University of Chicago,Jack's Fork in the Road,11:00 AM,01:00 PM,2014-05-13
12697,University of Chicago,Pierogi Street,10:58 AM,02:00 PM,2014-05-13
12698,University of Chicago,Caponies Express,11:00 AM,01:00 PM,2014-05-13
12699,University of Chicago,The Big Shish,10:58 AM,01:30 PM,2014-05-13
12700,University of Chicago,The Salsa Truck,10:53 AM,01:00 PM,2014-05-13
12701,University of Chicago,Beaver's Donuts,08:21 AM,01:00 PM,2014-05-13
12702,University of Chicago,Bombay Wraps,11:20 AM,01:20 PM,2014-05-13
12703,University of Chicago,Cheesies Truck,10:57 AM,01:30 PM,2014-05-13
12704,University of Chicago,Gino's Steak Truck,12:10 PM,02:10 PM,2014-05-14
12705,University of Chicago,Caponies Express,11:04 AM,01:04 PM,2014-05-14
12706,University of Chicago,Tamale Spaceship,11:00 AM,12:42 PM,2014-05-14
12707,University of Chicago,Haute and Ready,11:03 AM,01:30 PM,2014-05-14
12708,University of Chicago,Tittles Cupcakes,11:30 AM,02:00 PM,2014-05-14
12709,University of Chicago,Husky Hog BBQ,11:06 AM,01:06 PM,2014-05-14
12710,University of Chicago,Bridgeport Pasty,10:57 AM,01:00 PM,2014-05-14
12711,University of Chicago,La Boulangerie,08:08 AM,10:08 AM,2014-05-14
12712,University of Chicago,The Roost Truck,11:00 AM,01:00 PM,2014-05-15
12713,University of Chicago,La Boulangerie,07:39 AM,09:39 AM,2014-05-15
12714,University of Chicago,Jack's Fork in the Road,11:30 AM,01:30 PM,2014-05-15
12715,University of Chicago,Cupcakes for Courage,11:14 AM,01:30 PM,2014-05-15
12716,University of Chicago,Beaver's Donuts,12:51 PM,02:51 PM,2014-05-15
12717,University of Chicago,Caponies Express,11:25 AM,01:25 PM,2014-05-15
12718,University of Chicago,Wow Bao,11:13 AM,01:13 PM,2014-05-16
12719,University of Chicago,Bridgeport Pasty,11:15 AM,01:15 PM,2014-05-16
12720,University of Chicago,Taquero Fusion,11:56 AM,12:29 PM,2014-05-16
12721,University of Chicago,Pierogi Street,11:00 AM,02:00 PM,2014-05-16
12722,University of Chicago,The Salsa Truck,11:01 AM,01:30 PM,2014-05-16
12723,University of Chicago,Meatloaf-a-go-go,07:00 AM,09:00 AM,2014-05-16
12724,University of Chicago,Beaver's Donuts,12:49 PM,02:49 PM,2014-05-16
12725,University of Chicago,The Fat Shallot,12:25 PM,02:25 PM,2014-05-16
12726,University of Chicago,Chicago Cupcake,11:00 AM,12:45 PM,2014-05-16
12727,University of Chicago,Giordano's,11:25 AM,01:25 PM,2014-05-16
12728,University of Chicago,Baby Cakes,10:00 AM,01:00 PM,2014-05-16
12729,Schaumburg Area,Chicago Pizza Boss,10:00 AM,12:00 PM,2014-05-11
12730,Schaumburg Area,Best Truckin' BBQ,11:00 AM,01:00 PM,2014-05-12
12731,Schaumburg Area,Chicago Cupcake,03:30 PM,04:30 PM,2014-05-12
12732,Schaumburg Area,Best Truckin' BBQ,05:00 PM,07:00 PM,2014-05-13
12733,Schaumburg Area,Soups in the Loop,11:00 AM,01:00 PM,2014-05-13
12734,Schaumburg Area,Chicago Pizza Boss,11:00 AM,01:30 PM,2014-05-13
12735,Schaumburg Area,OMango,11:30 AM,01:30 PM,2014-05-14
12736,Schaumburg Area,Chicago Cupcake,02:30 PM,03:30 PM,2014-05-14
12737,Schaumburg Area,Toasty Cheese,11:00 AM,02:00 PM,2014-05-15
12738,Schaumburg Area,Grill Chasers,11:30 AM,01:30 PM,2014-05-15
12739,Schaumburg Area,TSM BBQ,04:00 PM,09:00 PM,2014-05-16
12740,Schaumburg Area,Grill Chasers,11:30 AM,01:30 PM,2014-05-16
12741,Schaumburg Area,Baby Cakes,11:00 AM,01:30 PM,2014-05-17
12742,Schaumburg Area,Gia Via Sweets,10:00 AM,05:00 PM,2014-05-17
12743,Schaumburg Area,Windy City Patty Wagon,10:00 AM,05:00 PM,2014-05-17
12744,Schaumburg Area,The Calle Wagon,04:00 PM,07:00 PM,2014-05-17
12745,Schaumburg Area,Chicago Pizza Boss,10:00 AM,05:00 PM,2014-05-17
12746,Schaumburg Area,Toasty Cheese,10:00 AM,05:00 PM,2014-05-17
12747,Schaumburg Area,The Pizza Via,10:00 AM,05:00 PM,2014-05-17
12748,Schaumburg Area,The Calle Wagon,10:00 AM,02:00 PM,2014-05-17
12749,Clark and Monroe,Husky Hog BBQ,11:30 AM,01:30 PM,2014-05-05
12750,Clark and Monroe,The Jibarito Stop,10:36 AM,01:00 PM,2014-05-06
12751,Clark and Monroe,The Salsa Truck,11:16 AM,01:16 PM,2014-05-06
12752,Clark and Monroe,La Boulangerie,09:43 AM,11:43 AM,2014-05-06
12753,Clark and Monroe,Cupcake Gangsters,12:00 PM,01:30 PM,2014-05-06
12754,Clark and Monroe,Baby Cakes,07:44 AM,09:52 AM,2014-05-06
12755,Clark and Monroe,Bridgeport Pasty,11:01 AM,01:01 PM,2014-05-06
12756,Clark and Monroe,Cheesies Truck,10:00 AM,01:30 PM,2014-05-07
12757,Clark and Monroe,Chicago Cupcake,01:30 PM,02:40 PM,2014-05-07
12758,Clark and Monroe,5411 Empanadas,11:30 AM,12:18 PM,2014-05-07
12759,Clark and Monroe,The Fat Shallot,12:00 PM,02:00 PM,2014-05-07
12760,Clark and Monroe,The Fat Shallot,11:30 AM,12:00 AM,2014-05-07
12761,Clark and Monroe,Cupcake Gangsters,12:00 PM,01:30 PM,2014-05-07
12762,Clark and Monroe,The More Mobile,05:10 PM,07:10 PM,2014-05-07
12763,Clark and Monroe,Chicago Lunch Box,10:42 AM,01:30 PM,2014-05-07
12764,Clark and Monroe,Kefir Truck,02:49 PM,03:30 PM,2014-05-07
12765,Clark and Monroe,Jerk,11:00 AM,01:30 PM,2014-05-07
12766,Clark and Monroe,The Roost Truck,07:00 AM,09:00 AM,2014-05-07
12767,Clark and Monroe,The More Mobile,03:10 PM,04:00 PM,2014-05-08
12768,Clark and Monroe,Taquero Fusion,11:15 AM,01:15 PM,2014-05-08
12769,Clark and Monroe,Cupcake Gangsters,12:00 PM,01:30 PM,2014-05-08
12770,Clark and Monroe,The Slide Ride,10:52 AM,12:58 PM,2014-05-08
12771,Clark and Monroe,Bridgeport Pasty,10:52 AM,12:58 PM,2014-05-08
12772,Clark and Monroe,Soups in the Loop,11:02 AM,01:30 PM,2014-05-08
12773,Clark and Monroe,Husky Hog BBQ,11:00 AM,01:00 PM,2014-05-08
12774,Clark and Monroe,Pierogi Street,11:30 AM,02:00 PM,2014-05-08
12775,Clark and Monroe,Baby Cakes,07:00 AM,09:00 AM,2014-05-08
12776,Clark and Monroe,Chicago Cupcake,11:30 AM,01:30 PM,2014-05-09
12777,Clark and Monroe,Tamale Spaceship,10:55 AM,01:30 PM,2014-05-09
12778,Clark and Monroe,The Roost Truck,11:00 AM,01:00 PM,2014-05-09
12779,Clark and Monroe,Flirty Cupcakes,01:30 PM,02:45 PM,2014-05-09
12780,Clark and Monroe,The Roost Truck,07:00 AM,09:00 AM,2014-05-09
12781,Clark and Washington,Model Chef,10:45 AM,02:00 PM,2014-05-06
12782,Clark and Washington,Tamale Spaceship,11:00 AM,12:36 PM,2014-05-07
12783,Clark and Washington,Model Chef,11:30 AM,01:30 PM,2014-05-08
12784,Clark and Washington,Chicago Cupcake,03:40 PM,04:15 PM,2014-05-08
12785,Clark and Washington,Flirty Cupcakes,03:30 PM,04:30 PM,2014-05-08
12786,Clark and Washington,Chicago Cupcake,01:45 PM,03:20 PM,2014-05-09
12787,Willis Tower,Chicago Cupcake,02:50 PM,03:45 PM,2014-05-06
12788,Willis Tower,The More Mobile,11:30 AM,11:46 AM,2014-05-07
12789,Willis Tower,Flirty Cupcakes,04:00 PM,04:08 PM,2014-05-07
12790,Willis Tower,Royal Bakes,03:05 PM,04:30 PM,2014-05-07
12791,Willis Tower,The More Mobile,11:46 AM,02:30 PM,2014-05-07
12792,Willis Tower,Eastman Egg,07:00 AM,10:00 AM,2014-05-08
12793,Willis Tower,Flirty Cupcakes,11:30 AM,12:30 PM,2014-05-08
12794,Willis Tower,Flirty Cupcakes,03:52 PM,04:00 PM,2014-05-09
12795,Willis Tower,La Boulangerie,08:17 AM,10:17 AM,2014-05-09
12796,Madison and Wacker,The Roost Truck,07:00 AM,09:00 AM,2014-05-05
12797,Madison and Wacker,Wow Bao,11:43 AM,01:43 PM,2014-05-05
12798,Madison and Wacker,La Boulangerie,07:33 AM,09:33 AM,2014-05-05
12799,Madison and Wacker,Beaver's Donuts,07:00 AM,10:00 AM,2014-05-05
12800,Madison and Wacker,Chicago Cupcake,11:00 AM,01:49 PM,2014-05-06
12801,Madison and Wacker,Tamale Spaceship,11:00 AM,01:30 PM,2014-05-06
12802,Madison and Wacker,Eastman Egg,07:00 AM,10:00 AM,2014-05-06
12803,Madison and Wacker,La Boulangerie,07:40 AM,09:40 AM,2014-05-06
12804,Madison and Wacker,Flirty Cupcakes,02:30 PM,03:45 PM,2014-05-07
12805,Madison and Wacker,The Roost Truck,11:00 AM,01:00 PM,2014-05-07
12806,Madison and Wacker,5411 Empanadas,11:01 AM,12:50 PM,2014-05-08
12807,Madison and Wacker,Beaver's Donuts,07:00 AM,10:00 AM,2014-05-09
12808,Wacker and Adams,The Slide Ride,11:05 AM,01:05 PM,2014-05-05
12809,Wacker and Adams,Chicago Cupcake,11:30 AM,01:30 PM,2014-05-08
12810,Wacker and Adams,Tamale Spaceship,10:55 AM,01:12 PM,2014-05-08
12811,Wacker and Adams,The Jibarito Stop,11:30 AM,01:30 PM,2014-05-09
12812,Wacker and Adams,5411 Empanadas,10:50 AM,11:47 AM,2014-05-09
12813,Wabash and Van Buren,Cupcake Gangsters,01:45 PM,02:45 PM,2014-05-06
12814,Wabash and Van Buren,Beaver's Donuts,07:00 AM,10:00 AM,2014-05-07
12815,Wabash and Van Buren,Chicago Cupcake,04:00 PM,05:15 PM,2014-05-07
12816,Wabash and Van Buren,Flirty Cupcakes,04:30 PM,06:30 PM,2014-05-08
12817,Wabash and Van Buren,The Jibarito Stop,11:30 AM,01:30 PM,2014-05-08
12818,Wabash and Van Buren,Chicago Cupcake,04:20 PM,05:15 PM,2014-05-08
12819,Wabash and Van Buren,Cupcake Gangsters,01:45 PM,02:45 PM,2014-05-08
12820,Wabash and Van Buren,Chicago Cupcake,04:45 PM,06:00 PM,2014-05-09
12821,Franklin and Randolph,Chicago Cupcake,02:00 PM,02:45 PM,2014-05-06
12822,Adams and Clinton,Royal Bakes,11:14 AM,01:14 PM,2014-05-07
12823,Clinton and Madison,Pierogi Street,06:03 PM,08:03 PM,2014-05-06
12824,Clinton and Madison,Chicago Cupcake,05:00 PM,06:00 PM,2014-05-06
12825,Randolph and Columbus,5411 Empanadas,11:03 AM,12:20 PM,2014-05-06
12826,Randolph and Columbus,Jerk,11:00 AM,01:30 PM,2014-05-06
12827,Randolph and Columbus,Jack's Fork in the Road,11:30 AM,11:42 AM,2014-05-08
12828,Clinton and Lake,Royal Bakes,04:35 PM,06:00 PM,2014-05-07
12829,600 West Fulton,Meatloaf-a-go-go,11:40 AM,01:40 PM,2014-05-06
12830,450 N. Cityfront Plaza,Bombay Wraps,12:22 PM,02:22 PM,2014-05-06
12831,450 N. Cityfront Plaza,Eastman Egg,11:10 AM,01:30 PM,2014-05-07
12832,450 N. Cityfront Plaza,The More Mobile,11:33 AM,01:33 PM,2014-05-08
12833,Sangamon and Monroe,The Fat Shallot,05:30 PM,07:30 PM,2014-05-08
12834,Sangamon and Monroe,Chicago Cupcake,05:30 PM,07:30 PM,2014-05-08
12835,Sangamon and Monroe,Eastman Egg,08:30 AM,12:00 PM,2014-05-10
12836,600 West Chicago Avenue,Kefir Truck,03:02 PM,05:02 PM,2014-05-05
12837,600 West Chicago Avenue,Jack's Fork in the Road,11:00 AM,01:00 PM,2014-05-05
12838,600 West Chicago Avenue,La Boulangerie,10:12 AM,12:12 PM,2014-05-05
12839,600 West Chicago Avenue,Baby Cakes,06:30 AM,09:00 AM,2014-05-05
12840,600 West Chicago Avenue,Caponies Express,11:30 AM,01:30 PM,2014-05-05
12841,600 West Chicago Avenue,Pierogi Street,11:00 AM,02:00 PM,2014-05-05
12842,600 West Chicago Avenue,5411 Empanadas,10:30 AM,12:57 PM,2014-05-05
12843,600 West Chicago Avenue,The Roost Truck,11:00 AM,01:00 PM,2014-05-06
12844,600 West Chicago Avenue,The Fat Shallot,10:40 AM,01:30 PM,2014-05-06
12845,600 West Chicago Avenue,Chicago Lunch Box,10:34 AM,01:00 PM,2014-05-06
